,Latitude,ListingID,Unnamed: 0,FullStreetAddress,Appliances,AssessmentYear,Attic,Baths,BathsFull,BathsHalf,Beds,CityName,CloseDate,ClosePrice,ContractDate,CountyTax,DaysOnMarket,Fireplaces,Heating,HOA,HotWater,ImprovementAssessmentAmount,InteriorFeatures,LandAssessmentAmount,Stories,ListDate,ListPrice,ListingLowPrice,ListingType,Longitude,OriginalListPrice,Ownership,Parking,ShowDays,StreetName,StreetNumber,Style,ListingTaxID,TotalAssessment,TotalShowings,LivingArea,TotalTaxes,TotalTours,Type,YearBuilt,Zip4,PostalCode
793,38.84796,AR9870340,793,2224 QUINCY ST S #2,"Refrigerator, Oven / Range - Electric, Microwave, Dishwasher, Disposal",2016.0,No,2.5,2,1,2,ARLINGTON,2017-04-10,475000.0,2017-03-05,4174.1,10,1,"Forced Air, Heat Pump(s)",False,Electric,370100.0,Floor Plan-Open,56700.0,2,2017-02-23,475000.0,475000.0,Excl. Right,-77.09336,475000.0,Condo,"Surface, Unassigned",All Days,QUINCY,2224.0,Contemporary,31-017-122,426800,0,1418,4229.58,1,Townhouse,1976,5427.0,22204
794,38.83446252,AR9868155,794,4694 36TH ST S #B,"Dishwasher, Disposal, Dryer, Exhaust Fan, Icemaker, Microwave, Refrigerator, Stove, Washer",2016.0,Yes,2.0,2,0,2,ARLINGTON,2017-03-30,460000.0,2017-02-27,4152.59,6,0,Forced Air,False,Electric,376600.0,Floor Plan-Open,48000.0,3,2017-02-21,469900.0,469900.0,Excl. Right,-77.09407715100001,469900.0,Condo,"Assigned, Prk Space Cnvys, Permit Required",All Days,36TH,4694.0,Colonial,30-020-556,424600,0,1500,4207.76,3,Townhouse,1940,1723.0,22206
795,38.88648639,AR9867330,795,1201 GARFIELD ST #703,"Disposal, Dryer, Dishwasher, Exhaust Fan, Icemaker, Microwave, Oven / Range - Gas, Refrigerator, Stove, Washer",2016.0,No,2.0,2,0,2,ARLINGTON,2017-05-31,650000.0,2017-04-24,6483.16,62,1,Forced Air,False,Natural Gas,618500.0,Floor Plan-Open,44400.0,1,2017-02-21,677500.0,677500.0,Excl. Right,-77.093615246,687500.0,Condo,Garage,All Days,GARFIELD,1201.0,Contemporary,18-014-220,662900,1,1111,6569.32,1,Hi-Rise 9+ Floors,2006,6812.0,22201
796,38.86273688,AR9867390,796,1200 ARLINGTON RIDGE RD #501,"Dishwasher, Disposal, Microwave, Refrigerator, Oven / Range - Gas",2016.0,No,1.0,1,0,2,ARLINGTON,2017-05-19,280000.0,2017-04-01,2480.21,39,0,Central,False,Natural Gas,216100.0,Floor Plan-Open,37500.0,1,2017-02-21,284900.0,284900.0,Excl. Right,-77.066710385,284900.0,Condo,"Assigned, Street",,ARLINGTON RIDGE,1200.0,Colonial,35-007-051,253600,0,937,2513.16,1,Mid-Rise 5-8 Floors,1958,1947.0,22202
797,38.88754,AR9868093,797,1276 WAYNE ST #501,"Dishwasher, Disposal, Dryer, Exhaust Fan, Microwave, Oven / Range - Gas, Refrigerator, Washer, Washer / Dryer - Stacked, Water Heater",2016.0,No,2.0,2,0,2,ARLINGTON,2017-07-05,588000.0,2017-06-04,5365.31,93,1,Forced Air,False,Natural Gas,508300.0,Floor Plan-Traditional,40300.0,1,2017-03-03,594900.0,594900.0,Excl. Agency,-77.08645,609900.0,Condo,Garage,All Days,WAYNE,1276.0,Other,18-003-151,548600,1,1007,5436.6,1,Hi-Rise 9+ Floors,1992,5851.0,22201
798,38.88687,AR9872559,798,1205 GARFIELD ST #503,"Dishwasher, Disposal, Dryer, Exhaust Fan, Icemaker, Microwave, Oven / Range - Gas, Refrigerator, Washer, Washer / Dryer - Stacked",2015.0,No,2.5,2,1,2,ARLINGTON,2017-05-25,750000.0,2017-03-23,,21,1,Forced Air,False,Natural Gas,615800.0,Floor Plan-Open,52200.0,1,2017-03-02,750000.0,750000.0,Excl. Right,-77.09375,750000.0,Condo,Garage,All Days,GARFIELD,1205.0,Contemporary,18-014-059,668000,0,1305,6653.28,1,Hi-Rise 9+ Floors,2005,6804.0,22201
799,38.88136,AR9868239,799,709 GARFIELD ST N,"Cooktop, Dishwasher, Disposal, Dryer, Icemaker, Microwave, Oven - Double, Refrigerator, Washer",2016.0,Yes,4.0,4,0,6,ARLINGTON,2017-03-31,1585000.0,2017-02-28,11208.86,7,2,"Forced Air, Zoned",False,"Natural Gas, 60 or More Gallon Tank",571900.0,,574200.0,3,2017-02-21,1585000.0,1585000.0,Modified/Excl,-77.09323,1585000.0,Fee Simple,Drvwy/Off Str,,GARFIELD,709.0,Bungalow,18-045-021,1146100,1,4161,11357.82,3,Detached,1930,2034.0,22201
800,38.902840000000005,AR9876624,800,2413 UTAH ST N,,2016.0,No,3.0,3,0,3,ARLINGTON,2017-06-01,790000.0,2017-03-09,7573.63,8,2,Forced Air,False,Natural Gas,154400.0,Other,620000.0,2,2017-03-02,839000.0,839000.0,Excl. Agency,-77.11701,839000.0,Fee Simple,Drvwy/Off Str,"Friday, Sunday, Tuesday, Wednesday",UTAH,2413.0,Bungalow,05-017-002,774400,0,0,7674.28,0,Detached,1920,4029.0,22207
801,38.89423,AR9867823,801,1736 QUEENS LN N #196,"Dishwasher, Disposal, Microwave, Oven - Wall, Refrigerator",2015.0,No,1.0,1,0,1,ARLINGTON,2017-04-07,270000.0,2017-03-24,,31,0,Forced Air,False,Electric,241900.0,Floor Plan-Traditional,24900.0,1,2017-02-21,276000.0,276000.0,Excl. Right,-77.08001999999998,276000.0,Condo,"Gen Comm Elem, Permit Required",All Days,QUEENS,1736.0,Colonial,16-025-256,266800,1,602,2657.33,1,Garden 1-4 Floors,1940,,22201
802,38.87965,AR9871017,802,6348 12TH ST N,"Dishwasher, Disposal, Dryer - Front Loading, Microwave, Oven / Range - Gas, Refrigerator, Washer - Front Loading",2016.0,Yes,2.5,2,1,3,ARLINGTON,2017-04-06,794000.0,2017-03-07,6275.83,4,0,Forced Air,False,Natural Gas,151700.0,,490000.0,2,2017-02-24,750000.0,750000.0,Excl. Right,-77.15334,750000.0,Fee Simple,Drvwy/Off Str,All Days,12TH,6348.0,Contemporary,11-041-051,641700,1,0,6359.24,3,Detached,1972,1723.0,22205
803,38.85472,AR9867920,803,4600 FOUR MILE RUN DR #520,,2016.0,No,1.0,1,0,1,ARLINGTON,2017-04-27,164500.0,2017-03-27,1580.45,34,0,90% Forced Air,False,Natural Gas,128500.0,Floor Plan-Traditional,33100.0,1,2017-02-21,164500.0,164500.0,Excl. Right,-77.10704,164500.0,Condo,"On-site Prk/Rent, On-site Prk/Sale, Permit Required",All Days,FOUR MILE RUN,4600.0,Other,28-034-671,161600,0,828,1601.44,1,Hi-Rise 9+ Floors,1965,3512.0,22204
804,38.88760681,AR9868896,804,1276 WAYNE ST N #1230,,2016.0,No,2.0,2,0,2,ARLINGTON,2017-04-14,615000.0,2017-03-11,5414.21,16,1,Forced Air,False,60 or More Gallon Tank,513300.0,Floor Plan-Traditional,40300.0,1,2017-02-23,625000.0,625000.0,Excl. Agency,-77.087184925,625000.0,Condo,Assigned,All Days,WAYNE,1276.0,Dome,18-003-374,553600,1,1007,5486.16,1,Hi-Rise 9+ Floors,1992,5857.0,22201
805,38.85203,AR9868992,805,1936 S. KENMORE ST,"Dishwasher, Dryer, Refrigerator, Washer, Icemaker, Stove",2016.0,Yes,2.0,2,0,4,ARLINGTON,2017-03-24,556000.0,2017-02-25,3804.42,5,0,Forced Air,False,Electric,80300.0,Floor Plan-Open,308700.0,2,2017-02-22,539900.0,539900.0,Excl. Right,-77.08731999999998,539900.0,Fee Simple,"Drvwy/Off Str, Carport",All Days,S. KENMORE,1936.0,Bungalow,31-011-039,389000,0,0,3854.98,1,Detached,1950,5319.0,22204
806,38.850159999999995,AR9868247,806,5201 12TH ST S,"Dishwasher, Disposal, Refrigerator, Icemaker, Microwave, Oven / Range - Gas, Range Hood, Water Heater - High-Efficiency",,Yes,5.5,5,1,5,ARLINGTON,2017-08-28,1072500.0,2017-07-23,,144,1,Forced Air,False,Natural Gas,,Floor Plan-Open,,3,2017-03-02,1108000.0,1108000.0,Excl. Right,-77.11425,1200000.0,Fee Simple,"Drvwy/Off Str, Garage, Faces Front, Attached, Garage Door Opener, Concrete Driveway",All Days,12TH,5201.0,Colonial,28-004-219,0,0,5100,,2,Detached,2017,,22204
807,38.90027,AR9868041,807,2301 N. WAKEFIELD,"Dishwasher, Cooktop, Disposal, Exhaust Fan, Microwave, Oven - Double, Oven - Self Cleaning, Oven / Range - Gas, Range Hood, Refrigerator, Water Heater",2017.0,Yes,3.5,3,1,5,ARLINGTON,2017-05-12,1533944.55,2017-03-27,,52,1,"Programmable Thermostat, Zoned, Solar On Grid",False,Natural Gas,184700.0,Floor Plan-Open,567500.0,3,2017-02-21,1489331.0,1489331.0,Excl. Agency,-77.12023,1419331.0,Fee Simple,Garage,All Days,N. WAKEFIELD,2301.0,Arts & Crafts,160700650810,752200,0,4000,8617.29,1,Detached,2017,5438.0,22207
808,38.89121,AR9868115,808,2001 15TH ST N #1101,,2016.0,No,2.0,2,0,2,ARLINGTON,2017-08-31,661000.0,2017-08-01,7101.26,161,1,Forced Air,False,Natural Gas,675000.0,Floor Plan-Open,51100.0,1,2017-02-21,685000.0,685000.0,Excl. Right,-77.08148,714900.0,Condo,"Basement Garage, Garage",,15TH,2001.0,Contemporary,17-012-242,726100,1,1135,7195.62,1,Hi-Rise 9+ Floors,2006,2697.0,22201
809,38.89156,AR9869327,809,2431 UNDERWOOD ST,"ENERGY STAR Clothes Washer, ENERGY STAR Dishwasher, Disposal, Microwave, Oven / Range - Gas, Refrigerator, Water Heater, Exhaust Fan, Dishwasher, Dryer - Front Loading",2016.0,Yes,4.5,4,1,5,ARLINGTON,2017-04-27,1300000.0,2017-03-15,11098.34,6,1,Forced Air,False,Natural Gas,564800.0,Floor Plan-Traditional,570000.0,3,2017-03-05,1300000.0,1300000.0,Excl. Agency,-77.16046,1300000.0,Fee Simple,"Garage, Drvwy/Off Str, Paved Driveway",All Days,UNDERWOOD,2431.0,Colonial,01-069-047,1134800,1,4400,11245.86,2,Detached,1998,1951.0,22205
810,38.88413,AR9874486,810,4521 11TH ST N,"Dishwasher, Disposal, Icemaker, Microwave, Oven / Range - Electric, Refrigerator, Washer - Front Loading, Washer / Dryer - Stacked, Dryer - Front Loading",2016.0,Yes,3.5,3,1,4,ARLINGTON,2017-04-14,830000.0,2017-03-02,6879.25,2,2,Heat Pump(s),True,Electric,278400.0,Floor Plan-Open,425000.0,3,2017-03-01,819990.0,819990.0,Excl. Right,-77.11547,819990.0,Fee Simple,Assigned,All Days,11TH,4521.0,Contemporary,14-015-037,703400,1,2160,6970.68,1,Townhouse,1984,4700.0,22201
811,38.84818,AR9869157,811,4129 FOUR MILE RUN DR #302,"Dishwasher, Disposal, Dryer, Dryer - Front Loading, Microwave, Oven / Range - Gas, Washer, Washer / Dryer - Stacked",2016.0,No,1.0,1,0,1,ARLINGTON,2017-04-04,320000.0,2017-02-27,3036.69,5,0,Forced Air,False,Natural Gas,272300.0,Floor Plan-Open,38200.0,1,2017-02-22,319000.0,319000.0,Excl. Agency,-77.09651,319000.0,Condo,"Permit Required, Street, Unassigned",,FOUR MILE RUN,4129.0,Contemporary,27-007-693,310500,1,956,3077.04,1,Garden 1-4 Floors,1966,3918.0,22204
812,38.8915001,AR9870320,812,2227 NOTTINGHAM ST N,"Dishwasher, Disposal, Dryer, Exhaust Fan, Icemaker, Microwave, Oven / Range - Gas, Refrigerator, Washer, Water Heater",2016.0,Yes,2.0,2,0,3,ARLINGTON,2017-04-10,830000.0,2017-02-26,6864.58,3,2,"Central, 90% Forced Air, Baseboard, Forced Air",False,Natural Gas,171600.0,Floor Plan-Traditional,530300.0,2,2017-02-23,835000.0,835000.0,Excl. Right,-77.144957551,835000.0,Fee Simple,"Drvwy/Off Str, Street",All Days,NOTTINGHAM,2227.0,Rambler,10-006-023,701900,0,0,6955.82,1,Detached,1955,3338.0,22205
813,38.8430069,AR9869165,813,2584D ARLINGTON MILL DR #4,"Dishwasher, Disposal, Washer / Dryer - Stacked, Water Heater, Microwave, Oven / Range - Electric, Refrigerator",2016.0,Yes,1.0,1,0,1,ARLINGTON,2017-04-11,274900.0,2017-03-09,2400.99,17,1,Forced Air,True,Electric,220600.0,Floor Plan-Traditional,24900.0,1,2017-02-22,274900.0,274900.0,Excl. Agency,-77.094871216,274900.0,Condo,"Permit Required, Unassigned",All Days,ARLINGTON MILL,2584.0,Colonial,29-003-796,245500,0,622,2432.88,1,Garden 1-4 Floors,1983,3353.0,22206
814,38.84617,AR9868371,814,3455 25TH CT S,"Dishwasher, Disposal, Dryer, Microwave, Refrigerator, Stove, Washer",2016.0,Yes,3.0,2,2,3,ARLINGTON,2017-05-12,725000.0,2017-04-07,,44,1,Forced Air,True,Natural Gas,412100.0,Floor Plan-Traditional,257000.0,3,2017-02-22,734900.0,734900.0,Excl. Right,-77.08443,734900.0,Fee Simple,Garage,All Days,25TH,3455.0,Colonial,31-033-097,669100,0,2300,6630.76,2,Townhouse,2007,2466.0,22206
815,38.84790468,AR9868565,815,4063 FOUR MILE RUN DR S #102,"Dishwasher, Disposal, Exhaust Fan, Icemaker, Microwave, Oven / Range - Gas, Dryer - Front Loading, Washer - Front Loading",2016.0,No,2.0,2,0,2,ARLINGTON,2017-05-11,390000.0,2017-03-22,3657.72,26,0,Central,False,Electric,328600.0,Floor Plan-Open,45400.0,1,2017-02-25,395000.0,395000.0,Excl. Right,-77.09586329999998,395000.0,Condo,"Surface, Unassigned, Permit Required",All Days,FOUR MILE RUN,4063.0,Traditional,27-007-289,374000,1,1135,3706.34,1,Garden 1-4 Floors,2006,5606.0,22204
816,38.88557,AR9868474,816,4214 WASHINGTON BLVD,"Cooktop, Dishwasher, Disposal, Icemaker, Microwave, Oven - Wall, Refrigerator",,No,4.5,4,1,4,ARLINGTON,2017-11-30,1174900.0,2017-03-10,,17,0,Forced Air,False,Natural Gas,,Floor Plan-Open,,4,2017-02-22,1174900.0,1174900.0,Excl. Right,-77.11219,1174900.0,Fee Simple,Garage,All Days,WASHINGTON,4214.0,Traditional,TEMP,0,0,2580,,1,Townhouse,2017,4785.0,22201
817,38.83027,AR9868463,817,4333 36TH ST S,,2015.0,Yes,2.0,2,0,2,ARLINGTON,2017-03-27,440000.0,2017-02-23,,1,0,"Forced Air, Central",False,Electric,366000.0,Floor Plan-Traditional,48000.0,3,2017-02-22,440000.0,440000.0,Excl. Right,-77.08915,440000.0,Condo,Assigned,,36TH,4333.0,Colonial,30-015-936,414000,0,1500,4123.44,1,Townhouse,1940,1809.0,22206
818,38.89608,AR9870854,818,1530 KEY BLVD #801,"Dishwasher, Disposal, Exhaust Fan, Microwave, Oven / Range - Electric, Refrigerator, Washer - Front Loading, Stove, Dryer - Front Loading",2016.0,No,1.0,1,0,1,ARLINGTON,2017-03-30,395000.0,2017-03-03,3476.79,7,0,Forced Air,False,Electric,328000.0,"Floor Plan-Open, Floor Plan-Traditional",27500.0,1,2017-02-24,400000.0,400000.0,Excl. Right,-77.07606,400000.0,Condo,"Garage, Gen Comm Elem, Prk Space Cnvys, Underground, Additional Storage Area, Garage Door Opener",All Days,KEY,1530.0,Contemporary,16-034-225,355500,0,765,3522.98,1,Hi-Rise 9+ Floors,1986,1539.0,22209
819,38.88286345,AR9868496,819,1001 RANDOLPH ST N #404,"Dishwasher, Disposal, Dryer, Icemaker, Microwave, Refrigerator, Stove, Washer, Washer / Dryer - Stacked",2015.0,No,1.0,1,0,1,ARLINGTON,2017-02-22,354900.0,2017-02-22,,0,0,Heat Pump(s),False,Electric,312900.0,Floor Plan-Open,24400.0,1,2017-02-22,354900.0,354900.0,Excl. Right,-77.109112271,354900.0,Condo,Garage,All Days,RANDOLPH,1001.0,Contemporary,14-029-068,337300,0,700,3359.51,1,Hi-Rise 9+ Floors,2005,5605.0,22201
820,38.88687,AR9869981,820,1205 GARFIELD ST N #306,"Dishwasher, Disposal, Icemaker, Refrigerator, Stove, Dryer, Microwave, Washer, Exhaust Fan",2016.0,No,2.0,2,0,2,ARLINGTON,2017-04-13,655000.0,2017-03-12,5814.21,3,0,Forced Air,False,Natural Gas,555000.0,Floor Plan-Open,39500.0,1,2017-03-09,650000.0,650000.0,Excl. Agency,-77.09375,650000.0,Condo,"Assigned, Underground",All Days,GARFIELD,1205.0,Contemporary,18-014-040,594500,0,988,5891.48,2,Hi-Rise 9+ Floors,2005,6803.0,22201
821,38.91271,AR9868626,821,4739 34TH RD N,,2016.0,Yes,2.5,2,1,3,ARLINGTON,2017-02-22,1030000.0,2017-01-22,10258.24,0,1,Forced Air,False,Natural Gas,296500.0,,752400.0,2,2017-01-22,1030000.0,1030000.0,Excl. Right,-77.13303,1030000.0,Fee Simple,"Brick Driveway, Garage",,34TH,4739.0,Colonial,03-043-012,1048900,0,0,10394.58,0,Detached,1950,4209.0,22207
822,38.85563,AR9869611,822,5440 8TH RD S,"Dishwasher, Disposal, Dryer, Microwave, Refrigerator, Stove, Washer",2016.0,Yes,2.0,2,0,3,ARLINGTON,2017-03-31,420000.0,2017-03-08,2901.73,11,0,Forced Air,False,Natural Gas,71700.0,,225000.0,2,2017-02-23,415000.0,415000.0,Excl. Right,-77.12297,415000.0,Fee Simple,"Drvwy/Off Str, Street",All Days,8TH,5440.0,Colonial,22-009-039,296700,1,1600,2940.28,1,Duplex,1950,2620.0,22204
823,38.883109999999995,AR9884827,823,1020 STAFFORD ST N #305,"Cooktop, Dishwasher, Disposal, Dryer - Front Loading, Exhaust Fan",2016.0,No,1.0,1,0,1,ARLINGTON,2017-05-24,325000.0,2017-04-22,3193.17,43,0,Heat Pump(s),False,Electric,300800.0,Floor Plan-Traditional,25700.0,1,2017-03-10,339000.0,339000.0,Excl. Right,-77.11094,355000.0,Condo,"Additional Storage Area, Garage Door Opener, Underground, Assigned, Garage",All Days,STAFFORD,1020.0,Traditional,14-024-052,326500,0,642,3235.6,1,Garden 1-4 Floors,1984,,22201
824,38.85025,AR9869361,824,2600 HAYES ST S,"Dishwasher, Disposal, Dryer, Icemaker, Microwave, Oven / Range - Gas, Refrigerator, Washer",2016.0,No,3.0,3,0,4,ARLINGTON,2017-03-27,831500.0,2017-02-28,7606.88,5,1,"Baseboard, Radiator",False,Natural Gas,263000.0,Floor Plan-Traditional,514800.0,3,2017-02-23,820000.0,820000.0,Excl. Right,-77.05962,820000.0,Fee Simple,Garage,All Days,HAYES,2600.0,Cape Cod,37-024-016,777800,0,2300,7707.98,3,Detached,1946,2414.0,22202
825,38.89594047,AR9869628,825,3000 SPOUT RUN PKWY #A107,"Dishwasher, Disposal, Microwave, Oven / Range - Gas, Oven - Double",2017.0,No,1.0,1,0,1,ARLINGTON,2017-06-14,250000.0,2017-05-01,,67,0,Forced Air,True,Natural Gas,214200.0,"Floor Plan-Open, Floor Plan-Traditional",27300.0,1,2017-02-23,255000.0,255000.0,Excl. Right,-77.094697755,265000.0,Condo,Unassigned,All Days,SPOUT RUN,3000.0,Contemporary,15-007-314,241500,1,759,2393.24,2,Mid-Rise 5-8 Floors,1959,4209.0,22201
826,38.87636583,AR9869618,826,218 IRVING ST,"Dishwasher, Disposal, Dryer, Exhaust Fan, Icemaker, Microwave, Oven / Range - Gas, Washer",2016.0,Yes,4.0,4,0,5,ARLINGTON,2017-05-17,1145000.0,2017-03-27,8874.37,32,2,Central,False,Natural Gas,258500.0,,648900.0,4,2017-02-23,1195000.0,1195000.0,Excl. Right,-77.09544508,1195000.0,Fee Simple,"Drvwy/Off Str, Garage",All Days,IRVING,218.0,Colonial,19-047-001,907400,0,3276,8992.32,1,Detached,1939,1061.0,22201
827,38.86395,AR9869072,827,1101 ARLINGTON RIDGE RD #306,,2016.0,No,2.5,2,1,2,ARLINGTON,2017-06-27,417000.0,2017-05-25,4416.65,92,0,Forced Air,True,60 or More Gallon Tank,387400.0,Floor Plan-Open,64200.0,1,2017-02-22,449500.0,449500.0,Excl. Right,-77.06558000000003,465000.0,Condo,"Covered Parking, Garage, Prk Space Cnvys",All Days,ARLINGTON RIDGE,1101.0,Contemporary,35-006-049,451600,0,1606,4475.34,1,Hi-Rise 9+ Floors,1976,1923.0,22202
828,38.85391,AR9870458,828,4500 FOUR MILE RUN DR S #804,"Dishwasher, Disposal, Refrigerator, Washer / Dryer - Stacked, Stove",2016.0,No,2.0,2,0,2,ARLINGTON,2017-04-28,319000.0,2017-03-13,2923.24,17,0,Heat Pump(s),True,Electric,257500.0,Floor Plan-Open,41400.0,1,2017-02-24,319000.0,319000.0,Excl. Agency,-77.10504,319000.0,Condo,"Assigned, Permit Required",All Days,FOUR MILE RUN,4500.0,Other,28-035-242,298900,1,1150,2962.08,2,Hi-Rise 9+ Floors,2005,3576.0,22204
829,38.83121,AR9869972,829,4241 35TH ST S #B1,"Dishwasher, Disposal, Dryer, Microwave, Refrigerator, Stove, Washer",2016.0,Yes,2.0,2,0,2,ARLINGTON,2017-05-31,394900.0,2017-03-26,2514.44,31,0,Forced Air,False,Electric,223000.0,Floor Plan-Open,34100.0,2,2017-02-23,399900.0,399900.0,Excl. Right,-77.08704,399900.0,Condo,Assigned,All Days,35TH,4241.0,Colonial,30-016-582,257100,0,1200,2547.84,2,Garden 1-4 Floors,1940,1831.0,22206
830,38.91083,AR9869342,830,4931 33RD RD N,"Dishwasher, Disposal, Dryer, Microwave, Oven - Wall, Refrigerator, Range Hood, Washer, Oven / Range - Gas, Six Burner Stove",2016.0,No,4.5,4,1,5,ARLINGTON,2017-04-25,1530000.0,2017-03-12,13508.14,19,1,Forced Air,False,Electric,818600.0,,562600.0,4,2017-02-23,1549888.0,1549888.0,Excl. Agency,-77.13783000000002,1549888.0,Fee Simple,"Garage, Drvwy/Off Str, Street",All Days,33RD,4931.0,Arts & Crafts,03-025-015,1381200,0,5446,13687.66,2,Detached,2008,2803.0,22207
831,38.88131,AR9869378,831,5136 10TH ST N,,2016.0,Yes,3.5,3,1,4,ARLINGTON,2017-03-10,1050000.0,2017-02-23,8484.15,0,2,Forced Air,False,Natural Gas,292500.0,Floor Plan-Open,575000.0,3,2017-02-23,1088000.0,1088000.0,Excl. Agency,-77.12569,1088000.0,Fee Simple,"Drvwy/Off Str, Garage",,10TH,5136.0,Colonial,07-056-020,867500,0,2624,8596.9,2,Detached,1987,2504.0,22205
832,38.88437193,AR9876518,832,1110C STAFFORD ST N,,2016.0,No,3.5,3,1,3,ARLINGTON,2017-04-17,940000.0,2017-03-07,8486.11,5,1,"Forced Air, Zoned",True,Natural Gas,442700.0,Floor Plan-Open,425000.0,4,2017-03-02,949900.0,949900.0,Excl. Right,-77.111056405,949900.0,Fee Simple,"Garage, Assigned",All Days,STAFFORD,1110.0,Colonial,14-023-100,867700,0,0,8598.9,1,Townhouse,1996,4655.0,22201
833,38.8852,AR9869431,833,1021 NORTH GARFIELD ST #823,,2016.0,No,1.0,1,0,1,ARLINGTON,2017-05-17,525000.0,2017-04-07,,43,0,Forced Air,False,Natural Gas,526100.0,Floor Plan-Open,33800.0,1,2017-02-23,529900.0,529900.0,Excl. Right,-77.09355,565000.0,Condo,Garage,,NORTH GARFIELD,1021.0,Contemporary,18-025-376,559900,0,940,5548.6,1,Hi-Rise 9+ Floors,2005,2581.0,22201
834,38.89433,AR9869532,834,1812 BARTON ST N,"Dishwasher, Disposal, Dryer, Icemaker, Microwave, Oven / Range - Gas, Refrigerator, Washer",2016.0,Yes,2.0,2,0,4,ARLINGTON,2017-04-26,860000.0,2017-04-04,8878.28,18,1,Forced Air,False,Natural Gas,157800.0,,750000.0,2,2017-02-23,899000.0,899000.0,Excl. Right,-77.08983,899000.0,Fee Simple,Drvwy/Off Str,,BARTON,1812.0,Rambler,15-020-009,907800,0,1836,8996.28,1,Detached,1957,4014.0,22201
835,38.88335,AR9869525,835,3409 WILSON BLVD #710,"Washer / Dryer - Stacked, Refrigerator, Oven / Range - Electric, Microwave, Disposal, Dishwasher",2016.0,No,2.0,2,0,2,ARLINGTON,2017-04-28,655000.0,2017-03-08,6307.12,13,0,Heat Pump(s),False,Electric,599000.0,Floor Plan-Open,45900.0,0,2017-02-23,694900.0,694900.0,Excl. Right,-77.10038,694900.0,Condo,"Garage, Underground",All Days,WILSON,3409.0,Contemporary,14-034-087,644900,0,1020,6390.94,1,Mid-Rise 5-8 Floors,2008,2246.0,22201
836,38.886544,AR9871004,836,2220 FAIRFAX DR #411,"Dishwasher, Disposal, Dryer, Exhaust Fan, Icemaker, Microwave, Oven / Range - Gas, Refrigerator, Washer",,No,2.5,2,1,2,ARLINGTON,2017-03-29,725000.0,2017-03-12,,14,1,Heat Pump(s),True,Natural Gas,,Floor Plan-Open,,1,2017-03-01,724500.0,724500.0,Excl. Right,-77.085334,724500.0,Condo,"Assigned, Garage",All Days,FAIRFAX,2220.0,Other,18-084-060,0,0,1507,,2,Hi-Rise 9+ Floors,2007,,22201
837,38.89517,AR9870535,837,6024 25TH RD N,"Dishwasher, Disposal, Dryer, Exhaust Fan, Icemaker, Microwave, Refrigerator, Stove, Washer, Extra Refrigerator / Freezer, Oven / Range - Gas",2016.0,Yes,3.5,3,1,4,ARLINGTON,2017-03-30,881000.0,2017-02-27,6817.64,3,1,"Forced Air, Heat Pump(s)",False,Natural Gas,132800.0,Floor Plan-Open,564300.0,3,2017-02-24,839000.0,839000.0,Excl. Right,-77.1479,839000.0,Fee Simple,Garage,All Days,25TH,6024.0,Rambler,01-059-001,697100,1,2741,6908.24,2,Detached,1948,1209.0,22207
838,38.91256,AR9870201,838,3412 DICKERSON ST,"Dishwasher, Cooktop, Microwave, Refrigerator, Washer, Dryer, Water Heater",2016.0,No,4.0,4,0,5,ARLINGTON,2017-04-28,975000.0,2017-03-28,8371.68,33,0,Forced Air,False,Natural Gas,287600.0,Floor Plan-Traditional,568400.0,3,2017-02-23,999850.0,999850.0,Excl. Agency,-77.14115,1100000.0,Fee Simple,Drvwy/Off Str,All Days,DICKERSON,3412.0,Colonial,03-012-043,856000,1,0,8482.96,2,Detached,1949,2963.0,22207
839,38.89188778,AR9871238,839,1111 ARLINGTON BLVD #919,"Dishwasher, Microwave, Refrigerator, Stove",2016.0,No,1.0,1,0,1,ARLINGTON,2017-04-17,195000.0,2017-03-26,2085.1,30,0,"Summer / Winter Changeover, Forced Air",True,Natural Gas,184600.0,Floor Plan-Open,28600.0,10,2017-02-24,199999.0,199999.0,Excl. Agency,-77.068774639,199999.0,Coop,Other,All Days,ARLINGTON,1111.0,Other,17-040-367,213200,0,716,2112.78,1,Hi-Rise 9+ Floors,1955,3207.0,22209
840,38.89763,AR9876763,840,6104 28TH ST N,"Dishwasher, Dryer, Humidifier, Microwave, Oven - Single, Refrigerator, Washer",2016.0,No,2.0,2,0,4,ARLINGTON,2017-05-19,790000.0,2017-04-09,6712.99,34,1,"Forced Air, Wall Unit",False,Natural Gas,127800.0,Floor Plan-Traditional,558600.0,3,2017-03-06,799900.0,799900.0,Excl. Right,-77.15159,839900.0,Fee Simple,Paved Driveway,All Days,28TH,6104.0,Cape Cod,01-027-002,686400,0,1955,6802.2,2,Detached,1948,1108.0,22207
841,38.84415683,AR9870366,841,2616F ARLINGTON MILL DR #6,"Dishwasher, Disposal, Dryer, Microwave, Oven / Range - Electric, Washer, Water Heater",2016.0,Yes,1.0,1,0,1,ARLINGTON,2017-05-05,273000.0,2017-03-21,2429.35,27,1,Heat Pump(s),False,Electric,223500.0,Floor Plan-Open,24900.0,1,2017-02-23,273500.0,273500.0,Excl. Right,-77.093791384,273500.0,Condo,"Permit Required, Unassigned",All Days,ARLINGTON MILL,2616.0,Contemporary,29-003-891,248400,1,623,2461.62,2,Garden 1-4 Floors,1983,3303.0,22206
